Date,open,high,low,close,volume,dividends,stock splits
2009-04-29,3.8008701739209485,3.86175651566116,3.769817509613549,3.8096985816955566,458110800,0.0,0.0
2009-04-30,3.842577587430858,3.8663236499599987,3.8030017649661225,3.830705165863037,498489600,0.0,0.0
2009-05-01,3.8297914627934855,3.8952452545853595,3.8297914627934855,3.8736302852630615,397516000,0.0,0.0
2009-05-04,3.9040735121456884,4.026151869067351,3.887025172172041,4.02067232131958,609358400,0.0,0.0
2009-05-05,4.0109294004496086,4.044721631924287,3.991749970901222,4.040155410766602,398255200,0.0,0.0
2009-05-06,4.059030723387068,4.064205828641952,3.964350928967779,4.033762454986572,473538800,0.0,0.0
2009-05-07,4.0285862551998655,4.030412906267236,3.8937217697743005,3.9290366172790527,531776000,0.0,0.0
2009-05-08,3.9284275696958764,3.995099524842901,3.843795170468344,3.9329946041107178,467964000,0.0,0.0
2009-05-11,3.877588438779897,3.986880240174067,3.8699769844988423,3.944563627243042,404658800,0.0,0.0
2009-05-12,3.9442597206753707,3.94882634998512,3.7521613188220653,3.7877798080444336,609481600,0.0,0.0
2009-05-13,3.7509429612471594,3.7756027583147733,3.6343441373566594,3.637693405151367,595971600,0.0,0.0
2009-05-14,3.6465217933164578,3.7606854874822626,3.644086664282572,3.743027448654175,447826400,0.0,0.0
2009-05-15,3.723847884000027,3.7938683077591144,3.7022333201297735,3.7268927097320557,367567200,0.0,0.0
2009-05-18,3.7667741109896298,3.8571909224147527,3.701015875683387,3.855668306350708,458841600,0.0,0.0
2009-05-19,3.860843334144082,3.936647322378195,3.827964020849182,3.8800227642059326,372422400,0.0,0.0
2009-05-20,3.885504054991622,3.9336050758927734,3.814570698049568,3.831923484802246,388584000,0.0,0.0
2009-05-21,3.810002010442587,3.8596243962505308,3.7411997919051116,3.7804715633392334,407946000,0.0,0.0
2009-05-22,3.7765159165068845,3.780473661965568,3.706495891942281,3.7293286323547363,297998400,0.0,0.0
2009-05-26,3.798129309283914,3.9829214365001206,3.791736030817582,3.981398820877075,636927200,0.0,0.0
2009-05-27,4.011845178488878,4.109263772193071,3.9853587247725804,4.050508499145508,646422000,0.0,0.0
2009-05-28,4.0626836682484395,4.121744583913364,4.019454137846364,4.112002849578857,487552800,0.0,0.0
2009-05-29,4.121745342268619,4.137271069094604,4.0748620939764395,4.134531497955322,456534400,0.0,0.0
2009-06-01,4.154624689445205,4.2617854132767485,4.140315917436899,4.242301940917969,452499600,0.0,0.0
2009-06-02,4.231342150678424,4.30288356709315,4.2118574602439995,4.24656343460083,456223600,0.0,0.0
2009-06-03,4.262088807392009,4.295881043451212,4.233776525222773,4.29101037979126,565199600,0.0,0.0
2009-06-04,4.266046794745537,4.389342919038129,4.263307224109046,4.37594747543335,550634000,0.0,0.0
2009-06-05,4.423744104333683,4.456927052528477,4.359812930250948,4.404260635375977,632716000,0.0,0.0
2009-06-08,4.378383383566562,4.390864688446455,4.244736235693823,4.37929630279541,931652400,0.0,0.0
2009-06-09,4.378078308600747,4.400911043287749,4.278832693849152,4.344895362854004,676964400,0.0,0.0
2009-06-10,4.331501019738512,4.333632113253717,4.210335976554287,4.269700527191162,688623600,0.0,0.0
2009-06-11,4.248389303073484,4.3095800829593855,4.21794511789537,4.260565757751465,524823600,0.0,0.0
2009-06-12,4.225862714383217,4.234691126025065,4.141533905224714,4.169847011566162,563085600,0.0,0.0
2009-06-15,4.140620786384978,4.168628636445452,4.106524096544137,4.1430559158325195,539750400,0.0,0.0
2009-06-16,4.160407822555399,4.215510591516214,4.14335948124177,4.150970935821533,514805200,0.0,0.0
2009-06-17,4.1607140159935065,4.184460496109499,4.095565449024364,4.127531051635742,571412800,0.0,0.0
2009-06-18,4.14366328626632,4.201201581780113,4.127833121548818,4.136661529541016,427680400,0.0,0.0
2009-06-19,4.203333373276173,4.246868166782164,4.167715290067609,4.246259689331055,721856800,0.0,0.0
2009-06-22,4.28248628722147,4.3095803945959705,4.150361359245121,4.1820220947265625,634914000,0.0,0.0
2009-06-23,4.1524946825580855,4.169237775215795,4.045333117750437,4.079733848571777,706532400,0.0,0.0
2009-06-24,4.1226590504661065,4.185980944616956,4.105610707495454,4.147013187408447,485525600,0.0,0.0
2009-06-25,4.132705419609256,4.268179263565772,4.116266364634496,4.257828235626221,589447600,0.0,0.0
2009-06-26,4.255694537008235,4.370466661305804,4.254172327948768,4.33636999130249,439384400,0.0,0.0
2009-06-29,4.367422152555571,4.382339395952726,4.3089709463025905,4.322061538696289,567616000,0.0,0.0
2009-06-30,4.340634305962745,4.377775005839957,4.316888645915393,4.3360676765441895,434224000,0.0,0.0
2009-07-01,4.3686408418204214,4.403955692256366,4.33880635150588,4.348243236541748,414178800,0.0,0.0
2009-07-02,4.300145088499842,4.348245300911369,4.255697367331449,4.262699127197266,370479200,0.0,0.0
2009-07-06,4.222512386585494,4.231342015406145,4.147926146720395,4.219772815704346,498688400,0.0,0.0
2009-07-07,4.215815908420279,4.2523481340265645,4.115352491235293,4.122049808502197,461596800,0.0,0.0
2009-07-08,4.137879135598804,4.202418772515473,4.092213266658484,4.177454948425293,575929200,0.0,0.0
2009-07-09,4.193895734628263,4.200897491940319,4.13818408571269,4.151274681091309,343025200,0.0,0.0
2009-07-10,4.1506662003796215,4.230731982102974,4.150056503644479,4.2170329093933105,445275600,0.0,0.0
2009-07-13,4.24808557655344,4.333327293395996,4.186894774653978,4.333327293395996,483501200,0.0,0.0
2009-07-14,4.3238895617451645,4.358899161069633,4.29740392920927,4.33119535446167,347247600,0.0,0.0
2009-07-15,4.4155238868114175,4.475193276829687,4.393604884038104,4.4715399742126465,485587200,0.0,0.0
2009-07-16,4.437443864610128,4.50624651998655,4.431659874523189,4.491024017333984,393570800,0.0,0.0
2009-07-17,4.538517073779225,4.628020977352532,4.524817185631858,4.619801044464111,602154000,0.0,0.0
2009-07-20,4.666074966669117,4.719959968877051,4.593619413198636,4.655114650726318,735526400,0.0,0.0
2009-07-21,4.666684253599258,4.670946034522158,4.558913833410533,4.612493991851807,874781600,0.0,0.0
2009-07-22,4.803677885053471,4.832295419464385,4.752532872733625,4.771712303161621,874104000,0.0,0.0
2009-07-23,4.768364834055234,4.823466788947422,4.735789955260202,4.804592609405518,526962800,0.0,0.0
2009-07-24,4.778106814585087,4.870959572121042,4.764407334021298,4.870655536651611,438362400,0.0,0.0
2009-07-27,4.87613354970943,4.897748515552386,4.787543406222093,4.874002456665039,433311200,0.0,0.0
2009-07-28,4.836863547276629,4.874004248885424,4.797895380886076,4.870960235595703,363554800,0.0,0.0
2009-07-29,4.837471706403867,4.884658986131561,4.81768338743044,4.871872425079346,382158000,0.0,0.0
2009-07-30,4.922713092684231,5.014652110692032,4.9166242544859005,4.955896854400635,469604800,0.0,0.0
2009-07-31,4.961986329140294,5.023177951515009,4.959550793149505,4.974164009094238,422536800,0.0,0.0
2009-08-03,5.029569984977167,5.073104777059317,5.01921936521383,5.066711902618408,394240000,0.0,0.0
2009-08-04,5.021046288397372,5.040530167650605,4.999127279893985,5.039921283721924,395810800,0.0,0.0
2009-08-05,5.046010880498611,5.095937744287048,4.999128030345965,5.026527404785156,423183600,0.0,0.0
2009-08-06,5.040833820939482,5.069146921476385,4.965030216353731,4.989994049072266,341616800,0.0,0.0
2009-08-07,5.038094010556494,5.071886251501362,5.017087924072368,5.038702487945557,387354800,0.0,0.0
2009-08-10,5.0432702720953255,5.07188659576258,4.982382695533143,5.014652729034424,300294400,0.0,0.0
2009-08-11,4.9832945251908995,5.004301014971805,4.9281925770734345,4.957113742828369,355342400,0.0,0.0
2009-08-12,4.948590427107285,5.075235837817254,4.94585085605867,5.0326151847839355,445071200,0.0,0.0
2009-08-13,5.073408518418355,5.134904564004256,5.068841889830777,5.127293109893799,439980800,0.0,0.0
2009-08-14,5.112680874536963,5.121509284325455,5.0393123993775735,5.077366828918457,305816000,0.0,0.0
2009-08-17,4.979032362642076,4.98025053653644,4.8533007207522925,4.858476638793945,524381200,0.0,0.0
2009-08-18,4.9205814264791625,5.000038723394764,4.913884111705174,4.992732524871826,431152400,0.0,0.0
2009-08-19,4.9546795422905285,5.032310210502604,4.945546689868636,5.01099967956543,413271600,0.0,0.0
2009-08-20,5.022567026636672,5.075539099982307,5.01130349018536,5.063665866851807,342031200,0.0,0.0
2009-08-21,5.103853704800892,5.156216918232853,5.07797654009864,5.151649475097656,416074400,0.0,0.0
2009-08-24,5.179047662982856,5.197009737676435,5.1227275292086265,5.146777629852295,406929600,0.0,0.0
2009-08-25,5.1589554626012,5.204011652267116,5.148908878148725,5.157128810882568,324354800,0.0,0.0
2009-08-26,5.142516241591525,5.1616956805761625,5.076758397338258,5.0965471267700195,303998800,0.0,0.0
2009-08-27,5.1373398705727045,5.16230288832187,5.018001484605554,5.1586503982543945,449181600,0.0,0.0
2009-08-28,5.2444990765178146,5.251196389774653,5.130640686507958,5.176914215087891,453700800,0.0,0.0
2009-08-31,5.119377538144531,5.140383622845619,5.068841808444719,5.1209001541137695,311337600,0.0,0.0
2009-09-01,5.114201329492717,5.175392918995238,5.021348602047578,5.032308101654053,469028000,0.0,0.0
2009-09-02,5.0116086172765995,5.102634318985214,4.996082078262255,5.028656959533691,364249200,0.0,0.0
2009-09-03,5.067015543711593,5.087107897778624,5.0231767195582995,5.070363998413086,293955200,0.0,0.0
2009-09-04,5.092588625223844,5.1967053319971095,5.086804228248258,5.1848320960998535,374628800,0.0,0.0
2009-09-08,5.266114856934175,5.270985520491113,5.23628036598206,5.26459264755249,315047600,0.0,0.0
2009-09-09,5.26002702535989,5.311476492906916,5.166260941838102,5.210100173950195,811087200,0.0,0.0
2009-09-10,5.238107112571991,5.274334883586517,5.200052690266198,5.253328800201416,491134000,0.0,0.0
2009-09-11,5.263985026266358,5.27220495889885,5.201880494456842,5.241152286529541,348961200,0.0,0.0
2009-09-14,5.200659942715809,5.294121546118062,5.183003130654324,5.288642406463623,322011200,0.0,0.0
2009-09-15,5.298386129545433,5.347400063774731,5.284687054815945,5.332482814788818,426470800,0.0,0.0
2009-09-16,5.418638268938383,5.563549384688584,5.415289407505331,5.536758899688721,754023200,0.0,0.0
2009-09-17,5.540108498170569,5.686541019471752,5.539804056203943,5.618347644805908,810572000,0.0,0.0
2009-09-18,5.657315009919319,5.67923401548707,5.624739724097706,5.632655620574951,601582800,0.0,0.0
2009-09-21,5.610432838795429,5.636918069894794,5.529148867880932,5.602212905883789,437715600,0.0,0.0
2009-09-22,5.637831082249168,5.643615072280064,5.56659289217292,5.616215705871582,356753600,0.0,0.0
2009-09-23,5.644225712328028,5.750777971305379,5.632960952099687,5.6472697257995605,593563600,0.0,0.0
2009-09-24,5.699020283249409,5.714241968571296,5.564156208202498,5.596121788024902,550880400,0.0,0.0
2009-09-25,5.541021467856701,5.647269276385147,5.523668682066244,5.551980972290039,445239200,0.0,0.0
2009-09-28,5.597645360550246,5.683191504902562,5.581205903881507,5.667056083679199,337444800,0.0,0.0
2009-09-29,5.684714980237551,5.705111371888852,5.611041246304577,5.64361572265625,345385600,0.0,0.0
2009-09-30,5.6664477593436064,5.676189900722681,5.5592870494253575,5.642702102661133,539585200,0.0,0.0
2009-10-01,5.642702180613724,5.669187408460439,5.501139125530447,5.506011009216309,524711600,0.0,0.0
2009-10-02,5.522755111201574,5.660663648885875,5.520928459600713,5.629002094268799,553308000,0.0,0.0
2009-10-05,5.668578218806281,5.688670570224508,5.60982174811398,5.663097858428955,423133200,0.0,0.0
2009-10-06,5.7154620226614785,5.784568309783935,5.702067390411755,5.7845683097839355,605085600,0.0,0.0
2009-10-07,5.776959065118443,5.80100916924884,5.754734799987416,5.791876316070557,465668000,0.0,0.0
2009-10-08,5.80435530833558,5.828405399500081,5.750469511958084,5.762038707733154,438211200,0.0,0.0
2009-10-09,5.752908349617194,5.805574775637883,5.742253287630759,5.798573017120361,293272000,0.0,0.0
2009-10-12,5.815316524667385,5.830233771982038,5.773304353483667,5.808923244476318,288024800,0.0,0.0
2009-10-13,5.803443630471028,5.819883088319361,5.775131343750156,5.7848734855651855,348020400,0.0,0.0
2009-10-14,5.852762079291151,5.8548927663760635,5.791266840615503,5.8235368728637695,375510800,0.0,0.0
2009-10-15,5.772999685804289,5.812271471762954,5.769955673249234,5.80131196975708,373556400,0.0,0.0
2009-10-16,5.764475450426747,5.795223270330613,5.718505535061067,5.724898815155029,431426800,0.0,0.0
2009-10-19,5.718812735417578,5.784265735847745,5.648792698330681,5.780003547668457,942230800,0.0,0.0
2009-10-20,6.106964564421507,6.141974160476747,6.023244268611708,6.050947666168213,1141039200,0.0,0.0
2009-10-21,6.07408512981601,6.353861534281942,6.065256721531745,6.238480091094971,1193726800,0.0,0.0
2009-10-22,6.231782344266894,6.327679506239829,6.1651116034125195,6.24700403213501,791392000,0.0,0.0
2009-10-23,6.262226710889397,6.265270723377949,6.187030782142952,6.208645343780518,420786800,0.0,0.0
2009-10-26,6.200426168494035,6.294191826451175,6.091742858782195,6.164198398590088,484338400,0.0,0.0
2009-10-27,6.139235467414454,6.17424506847278,5.980624073923278,6.008633136749268,756551600,0.0,0.0
2009-10-28,6.0189830823111,6.02842118842094,5.817751848093124,5.85732889175415,818386800,0.0,0.0
2009-10-29,5.9364806839166455,5.991583849253933,5.849412341740932,5.977579116821289,570270400,0.0,0.0
2009-10-30,5.968752123764801,5.991280014472001,5.728552716330505,5.7385993003845215,717525200,0.0,0.0
2009-11-02,5.778174750133562,5.871940416474531,5.649399078248492,5.7632575035095215,678983200,0.0,0.0
2009-11-03,5.718811542224478,5.7696513154325535,5.660055058941301,5.746210098266602,522541600,0.0,0.0
2009-11-04,5.80648811562994,5.9014711475028365,5.791266426401427,5.808923244476318,487530400,0.0,0.0
2009-11-05,5.857328615574094,5.936481479770441,5.839670984812199,5.906951427459717,384801200,0.0,0.0
2009-11-06,5.860676793832016,5.942264782995143,5.857328339447801,5.916388034820557,295097600,0.0,0.0
2009-11-09,5.9955414521619526,6.146541394557834,5.974840620749825,6.1331467628479,528855600,0.0,0.0
2009-11-10,6.119752496542344,6.240308261782325,6.119448054580333,6.179421901702881,401195200,0.0,0.0
2009-11-11,6.227522299505989,6.240917746251064,6.144411267150552,6.187641620635986,443870000,0.0,0.0
2009-11-12,6.184291579255203,6.2369588108807,6.132233637921019,6.149281978607178,363731200,0.0,0.0
2009-11-13,6.176073002731427,6.235742411457741,6.1517184572442485,6.2241740226745605,343240800,0.0,0.0
2009-11-16,6.255529325861622,6.332247066733882,6.241221368011601,6.290539741516113,485206400,0.0,0.0
2009-11-17,6.273795269817126,6.315197742864559,6.240916357144764,6.301803112030029,396513600,0.0,0.0
2009-11-18,6.287799638558146,6.301803153291796,6.210472613901409,6.2701416015625,374320800,0.0,0.0
2009-11-19,6.229043429739433,6.229043429739433,6.08261011855466,6.104224681854248,542326400,0.0,0.0
2009-11-20,6.062823390900347,6.100573383264683,6.020506768863409,6.086264610290527,406666400,0.0,0.0
2009-11-23,6.180030099106625,6.2713606512484565,6.178507482900998,6.267707347869873,474896800,0.0,0.0
2009-11-24,6.2509639183692185,6.267708227872002,6.176986953353654,6.223869800567627,318438400,0.0,0.0
2009-11-25,6.253092867376526,6.260704321004253,6.203166023843418,6.216256618499756,286454000,0.0,0.0
2009-11-27,6.0649536549359615,6.178812101573158,6.039076901526647,6.106661796569824,295257200,0.0,0.0
2009-11-30,6.122490765952276,6.139843547632756,6.051253394311161,6.085958957672119,424858000,0.0,0.0
2009-12-01,6.1568929901983855,6.173028413644299,5.992193958914899,5.996456146240234,465763200,0.0,0.0
2009-12-02,6.05703666875185,6.131927745808209,5.959313263492034,5.973926067352295,715260000,0.0,0.0
2009-12-03,6.010155025354626,6.057647561825256,5.975145421430657,5.98153829574585,448719600,0.0,0.0
2009-12-04,6.079565371820213,6.085044512766502,5.792787215984361,5.885335922241211,826884800,0.0,0.0
2009-12-07,5.885338019820983,5.899037502927153,5.7440797814989955,5.7522993087768555,714758800,0.0,0.0
2009-12-08,5.764779731952164,5.855806234423336,5.744687379430562,5.780305862426758,690398800,0.0,0.0
2009-12-09,5.823230704659525,6.032681816711388,5.793700252121601,6.021722316741943,684782000,0.0,0.0
2009-12-10,6.07347739335942,6.079566231859896,5.970578461488488,5.980015754699707,489669600,0.0,0.0
2009-12-11,6.021115443784267,6.027813573988302,5.888686430653233,5.926436424255371,429774800,0.0,0.0
2009-12-14,5.947744067275275,6.01045746050796,5.86219794248868,5.996757984161377,495790400,0.0,0.0
2009-12-15,5.961750905512944,6.012895936844463,5.8838153874089665,5.911214351654053,419459600,0.0,0.0
2009-12-16,5.9395257124348,5.982146768441014,5.922781813246183,5.937394618988037,352984800,0.0,0.0
2009-12-17,5.913952446723466,5.936480738763829,5.81470683534031,5.840888023376465,388838800,0.0,0.0
2009-12-18,5.880772132232821,5.951705087737783,5.863418531320971,5.949573993682861,608770400,0.0,0.0
2009-12-21,5.968446632610523,6.0810872780675895,5.956877435208487,6.034812927246094,611906400,0.0,0.0
2009-12-22,6.071651120146076,6.114576214855625,6.047905054979074,6.099658966064453,349515600,0.0,0.0
2009-12-23,6.125231911470804,6.1611556581220075,6.113359487353233,6.1526312828063965,345525600,0.0,0.0
2009-12-24,6.1967737331305885,6.373346397316115,6.190684894428302,6.363908290863037,500889200,0.0,0.0
2009-12-28,6.445496999266362,6.513385106629447,6.381260568977118,6.442147731781006,644565600,0.0,0.0
2009-12-29,6.473201996446058,6.475941974320583,6.354472060670868,6.36573600769043,445205600,0.0,0.0
2009-12-30,6.35751566831364,6.45402214587647,6.3416854989781255,6.443061828613281,412084400,0.0,0.0
2009-12-31,6.488422432833257,6.495120155229562,6.410182483425421,6.41535758972168,352410800,0.0,0.0
2010-01-04,6.497554834934281,6.530129305953214,6.465589247727459,6.515212059020996,493729600,0.0,0.0
2010-01-05,6.533174105115418,6.5633130407642915,6.492074854428287,6.5264763832092285,601904800,0.0,0.0
2010-01-06,6.526476416789973,6.552353572368909,6.415966443556174,6.422664165496826,552160000,0.0,0.0
2010-01-07,6.446411178012031,6.454022227273724,6.364213471844059,6.410791873931885,477131200,0.0,0.0
2010-01-08,6.402267504363853,6.454021823173763,6.364518328247728,6.4534125328063965,447610800,0.0,0.0
2010-01-11,6.478374895195459,6.484463732840876,6.345945928123327,6.396482467651367,462229600,0.0,0.0
2010-01-12,6.368473624502839,6.386131660739265,6.284145659034002,6.323721885681152,594459600,0.0,0.0
2010-01-13,6.328288485364807,6.421444846865755,6.213516345898178,6.4129204750061035,605892000,0.0,0.0
2010-01-14,6.396483587721792,6.407138649002588,6.3632998232080125,6.375781536102295,432894000,0.0,0.0
2010-01-15,6.421447701301608,6.441845314461409,6.267403713828416,6.269230365753174,594067600,0.0,0.0
2010-01-19,6.342294611655796,6.551136930720033,6.309111655490257,6.546570301055908,730007600,0.0,0.0
2010-01-20,6.542612389776034,6.562096269385307,6.37791334870379,6.445802688598633,612152800,0.0,0.0
2010-01-21,6.45645646205393,6.493901597482485,6.308196097562834,6.334377288818359,608154400,0.0,0.0
2010-01-22,6.295106662966083,6.31702567012123,6.002240421182274,6.020201683044434,881767600,0.0,0.0
2010-01-25,6.165112037115101,6.231782782659622,6.094483140301193,6.182160377502441,1065699600,0.0,0.0
2010-01-26,6.2698390298368905,6.506080719780499,6.167244522448701,6.269534587860107,1867110000,0.0,0.0
2010-01-27,6.297235671676276,6.410789641872336,6.074389104457852,6.328592777252197,1722568400,0.0,0.0
2010-01-28,6.238784841086571,6.256137214363106,6.0491216249244495,6.06708288192749,1173502400,0.0,0.0
2010-01-29,6.1215782219342945,6.155674903590578,5.791874943332229,5.846977710723877,1245952400,0.0,0.0
2010-02-01,5.856416031655877,5.966926027753416,5.823841553861353,5.928262710571289,749876400,0.0,0.0
2010-02-02,5.9641853128578965,5.976667024744531,5.887163135232065,5.962662696838379,698342400,0.0,0.0
2010-02-03,5.941656971186547,6.094788009976655,5.918824232943372,6.065257549285889,615328000,0.0,0.0
2010-02-04,5.98914872454032,6.039076388303498,5.832060752763692,5.846673965454102,757652000,0.0,0.0
2010-02-05,5.864330604437873,5.966925093264045,5.810140755304111,5.9504852294921875,850306800,0.0,0.0
2010-02-08,5.957485980601986,6.024157115233557,5.906036124477509,5.909689426422119,478270800,0.0,0.0
2010-02-09,5.979711413690912,6.012590329219323,5.928870830747485,5.972709655761719,632886800,0.0,0.0
2010-02-10,5.963575740004332,5.98519152259915,5.913953333337857,5.940134525299072,370361600,0.0,0.0
2010-02-11,5.932827609213513,6.0810875533303,5.907863781472095,6.048208236694336,550345600,0.0,0.0
2010-02-12,6.031161732276657,6.138627716478548,5.951704409605312,6.100268840789795,655468800,0.0,0.0
2010-02-16,6.147760101492567,6.201036223348283,6.13497394605727,6.1922078132629395,543737600,0.0,0.0
2010-02-17,6.216256704914417,6.219910007603568,6.114879587612862,6.166329860687256,436396800,0.0,0.0
2010-02-18,6.138322311577888,6.207125382901154,6.116707744941013,6.177899360656738,422825200,0.0,0.0
2010-02-19,6.1453226125724365,6.186116598813536,6.122489475090558,6.139537811279297,415469600,0.0,0.0
2010-02-22,6.15993632638766,6.164806989974079,6.064039167083313,6.101484298706055,390563600,0.0,0.0
2010-02-23,6.088698507207905,6.129188466477034,5.958096185442694,5.999194622039795,575094800,0.0,0.0
2010-02-24,6.034815549129691,6.132539398500545,6.022942311166876,6.10879373550415,460566400,0.0,0.0
2010-02-25,6.0089382160306375,6.175768350867063,5.9940209659721715,6.149587154388428,665126000,0.0,0.0
2010-02-26,6.161154343722657,6.246091604460058,6.149585957584017,6.2293477058410645,507460800,0.0,0.0
2010-03-01,6.263749145327602,6.3779124287878055,6.254616294012337,6.362386703491211,550093600,0.0,0.0
2010-03-02,6.391003242704113,6.418402610511683,6.3243320845001305,6.358124732971191,566546400,0.0,0.0
2010-03-03,6.360864983826478,6.389177274004794,6.330421599865879,6.372737407684326,372052800,0.0,0.0
2010-03-04,6.371214152002973,6.421140994477983,6.351425023333422,6.414747714996338,366041200,0.0,0.0
2010-03-05,6.543525268933799,6.688436375996347,6.534087569097367,6.6656036376953125,899620400,0.0,0.0
2010-03-08,6.697873672702736,6.700308801681082,6.644293112353124,6.669561386108398,429889600,0.0,0.0
2010-03-09,6.646120385523678,6.8497871784078,6.6333342297172795,6.789509296417236,920259200,0.0,0.0
2010-03-10,6.814167500092067,6.86439919514432,6.7949880664954625,6.84491491317749,596218000,0.0,0.0
2010-03-11,6.816601748450445,6.865005970001221,6.798639679403283,6.865005970001221,405700400,0.0,0.0
2010-03-12,6.9219383946261175,6.93289830594257,6.8726204195604605,6.898497581481934,416323600,0.0,0.0
2010-03-15,6.861355034340146,6.865007524417415,6.7051795825374665,6.814472198486328,493502800,0.0,0.0
2010-03-16,6.824823095977174,6.8491776374182,6.773982513123213,6.833042621612549,446908000,0.0,0.0
2010-03-17,6.846741317550445,6.89392859184265,6.7971189145647495,6.822995662689209,450956800,0.0,0.0
2010-03-18,6.822387118618257,6.849786893774617,6.777026894495362,6.839131832122803,342109600,0.0,0.0
2010-03-19,6.843391723223807,6.857091199740889,6.735012459070047,6.7660651206970215,559445600,0.0,0.0
2010-03-22,6.711878532590385,6.88023127521945,6.702136390048029,6.84217643737793,456419600,0.0,0.0
2010-03-23,6.869269386548418,6.964862518169538,6.822386146446258,6.952075958251953,602431200,0.0,0.0
2010-03-24,6.930158041184049,7.008093554667082,6.926199889362323,6.98282527923584,597780400,0.0,0.0
2010-03-25,7.0300125596027065,7.031535175819461,6.887841013998992,6.900018692016602,542284400,0.0,0.0
2010-03-26,6.970037313924766,7.0613674312620205,6.957859639774926,7.029402256011963,640875200,0.0,0.0
2010-03-29,7.09333370465,7.1198189275975485,7.051321540072674,7.074762344360352,540744400,0.0,0.0
2010-03-30,7.202928880888364,7.229719762700638,7.131386268169253,7.18009614944458,527310000,0.0,0.0
2010-03-31,7.169139596579677,7.203236281676007,7.137782482538699,7.154221534729004,430659600,0.0,0.0
2010-04-01,7.227588968721131,7.267773669503638,7.085722309721741,7.183750152587891,603145200,0.0,0.0
2010-04-05,7.153614102750769,7.261079274267524,7.147220414835346,7.260470390319824,684507600,0.0,0.0
2010-04-06,7.25163981614926,7.3137443344284625,7.215107603115213,7.292434215545654,447017200,0.0,0.0
2010-04-07,7.292740078312796,7.364891603275352,7.265645150398853,7.324706077575684,628502000,0.0,0.0
2010-04-08,7.319834584191759,7.3533223848558436,7.246770144028469,7.304917335510254,572989200,0.0,0.0
2010-04-09,7.349973254192154,7.363977582225352,7.320442795021437,7.360932350158691,334182800,0.0,0.0
2010-04-12,7.373414515740201,7.399900557402576,7.361541686837497,7.376154899597168,333026400,0.0,0.0
2010-04-13,7.363063946524344,7.391680673864329,7.340230396228181,7.380415916442871,306210800,0.0,0.0
2010-04-14,7.467178801931828,7.483313813128873,7.430342558362114,7.479660511016846,404076400,0.0,0.0
2010-04-15,7.482403102625156,7.581344709124383,7.474183576018356,7.577996253967285,376784800,0.0,0.0
2010-04-16,7.567341997499779,7.645582380003968,7.444959552862726,7.531723499298096,750545600,0.0,0.0
2010-04-19,7.520457342097974,7.546638536123007,7.360324132676344,7.521675109863281,566924400,0.0,0.0
2010-04-20,7.566424881261238,7.588039846990126,7.396550386977783,7.446173191070557,738326400,0.0,0.0
2010-04-21,7.878775425988018,7.9229190923578034,7.78531380065437,7.891561985015869,982391200,0.0,0.0
2010-04-22,7.8617293088383295,8.12080331294699,7.799623963577421,8.112278938293457,793424800,0.0,0.0
2010-04-23,8.158552395829156,8.28611072696965,8.128413862328197,8.245012283325195,796955600,0.0,0.0
